geneCluster	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	predicted_gene_name	GO_terms	KEGG_KOs	BiGG_reactions	Annotation_tax_scope	OGs	bestOG|evalue|score	COG cat	eggNOG annot
GC00000291_3	575589.HMPREF0018_00407	5.5e-131	472.6	YHBW				bactNOG[38]	05DEN@bactNOG,0QM5S@gproNOG,16PC0@proNOG,COG2141@NOG	NA|NA|NA	C	Luciferase family
GC00000292_1	399795.CtesDRAFT_PD4190	7e-51	206.1			K10716		bactNOG[38]	05HDN@bactNOG,0BEN7@bproNOG,11I4C@NOG,17IXI@proNOG	NA|NA|NA	P	Inherit from bactNOG: Ion channel
GC00000292_2	192952.MM_2858	2.8e-17	93.6			K10716		arNOG[11]	COG1226@NOG,arCOG01966@arNOG	NA|NA|NA	P	Potassium channel protein
GC00000292_3	259536.Psyc_0939	3.7e-133	479.6	KCH		K10716		bactNOG[38]	05EYW@bactNOG,0QIIU@gproNOG,16PV7@proNOG,COG1226@NOG	NA|NA|NA	P	Ion transport protein
GC00000292_r1_1	259536.Psyc_1325	5e-169	599.0		GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	K10716		bactNOG[38]	05EYW@bactNOG,0QQCP@gproNOG,16PV7@proNOG,COG1226@NOG	NA|NA|NA	P	Potassium channel protein
GC00000293_1	561230.PC1_0761	4.4e-210	736.9	PQQL		K07263		bactNOG[38]	07RAN@bactNOG,0QJY2@gproNOG,16V42@proNOG,COG0612@NOG	NA|NA|NA	O	Peptidase M16 domain-containing protein
GC00000293_3	575587.HMPREF0026_00423	0.0	1550.4	PQQL		K07263		bactNOG[38]	05C1V@bactNOG,0QK39@gproNOG,16RHY@proNOG,COG0612@NOG	NA|NA|NA	O	protease
GC00000293_r1_1	259536.Psyc_0932	8.4e-207	724.9	PQQL	GO:0003674,GO:0003824,GO:0006508,GO:0008150,GO:0008152,GO:0008233,GO:0016787,GO:0019538,GO:0043170,GO:0044238,GO:0071704	K07263		bactNOG[38]	05C1V@bactNOG,0QKV8@gproNOG,16RHY@proNOG,COG0612@NOG	NA|NA|NA	O	Peptidase, M16
GC00000294	575587.HMPREF0026_00894	1.2e-77	294.7			K07078		bactNOG[38]	08RTX@bactNOG,0QM3H@gproNOG,176YC@proNOG,COG3560@NOG	NA|NA|NA	S	nitroreductase
GC00000295_1	553217.ENHAE0001_2020	2.4e-131	473.4	ID687		K07090		bactNOG[38]	0901S@bactNOG,0R38J@gproNOG,11PJV@NOG,17DV8@proNOG	NA|NA|NA	S	Sulfite exporter TauE/SafE
GC00000295_2	629265.PMA4326_25737	9.3e-78	295.4	YFCA		K07090,K07120,K11312		bactNOG[38]	05EJ9@bactNOG,0QIRS@gproNOG,16S7S@proNOG,COG0730@NOG	NA|NA|NA	S	membrAne
GC00000295_3	637911.AM305_10481	2.9e-111	406.8			K07090,K07120		bactNOG[38]	05EJ9@bactNOG,0QKK5@gproNOG,16S7S@proNOG,COG0730@NOG	NA|NA|NA	S	Sulfite exporter TauE/SafE
GC00000295_4	259536.Psyc_1837	7.1e-99	365.5			K07090,K07120,K11312		bactNOG[38]	05EJ9@bactNOG,0QIRS@gproNOG,16S7S@proNOG,COG0730@NOG	NA|NA|NA	S	membrAne
GC00000296_1	985867.COdytL_010100008981	2.6e-07	61.2					bactNOG[38]	05ZBT@bactNOG,127RX@NOG,185CM@proNOG	NA|NA|NA		
GC00000296_2	669262.COK_1461	2.3e-71	274.2	BL05178		K09936		bactNOG[38]	05W2A@bactNOG,0QWXZ@gproNOG,17KAK@proNOG,COG3238@NOG	NA|NA|NA	S	Protein of unknown function, DUF606
GC00000296_3	400668.Mmwyl1_0485	1.5e-51	208.0	OCAR_5324		K09936		bactNOG[38]	05W2A@bactNOG,0QUYM@gproNOG,17KAK@proNOG,COG3238@NOG	NA|NA|NA	S	Protein of unknown function, DUF606
GC00000296_4	871585.BDGL_000563	2.8e-66	256.5			K09936		bactNOG[38]	05W2A@bactNOG,0QP4V@gproNOG,17KAK@proNOG,COG3238@NOG	NA|NA|NA	S	Protein of unknown function, DUF606
GC00000296_5	525244.HMPREF0023_0731	9.1e-46	188.3			K09936		bactNOG[38]	05W2A@bactNOG,0QWXZ@gproNOG,17KAK@proNOG,COG3238@NOG	NA|NA|NA	S	Protein of unknown function, DUF606
GC00000297_1	641149.HMPREF9016_01662	6.6e-08	62.4	FUR	GO:0001071,GO:0003674,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006355,GO:0008150,GO:0008270,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0043167,GO:0043169,GO:0044424,GO:0044464,GO:0046872,GO:0046914,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:2000112,GO:2001141	K03711,K09825		bactNOG[38]	090R7@bactNOG,0BCXT@bproNOG,17CQF@proNOG,COG0735@NOG	NA|NA|NA	P	ferric uptake regulator
GC00000297_2	573569.F7308_0528	1.8e-08	64.3	FUR	GO:0001071,GO:0003674,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006355,GO:0008150,GO:0008270,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0043167,GO:0043169,GO:0044424,GO:0044464,GO:0046872,GO:0046914,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:2000112,GO:2001141	K03711,K09825		bactNOG[38]	090R7@bactNOG,0QS5Z@gproNOG,17CQF@proNOG,COG0735@NOG	NA|NA|NA	P	Ferric uptake
GC00000297_3	160492.XF2344	2.7e-09	67.0	FUR	GO:0001071,GO:0003674,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006355,GO:0008150,GO:0008270,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0043167,GO:0043169,GO:0044424,GO:0044464,GO:0046872,GO:0046914,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:2000112,GO:2001141	K03711,K09825		bactNOG[38]	090R7@bactNOG,0QS5Z@gproNOG,17CQF@proNOG,COG0735@NOG	NA|NA|NA	P	Ferric uptake
GC00000297_5	697303.Thewi_1200	6.2e-10	69.3	FUR	GO:0001071,GO:0003674,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006355,GO:0008150,GO:0008270,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0043167,GO:0043169,GO:0044424,GO:0044464,GO:0046872,GO:0046914,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:2000112,GO:2001141	K03711,K09825		bactNOG[38]	090R7@bactNOG,0ETBY@cloNOG,0NJEG@firmNOG,COG0735@NOG	NA|NA|NA	P	Ferric uptake regulator, Fur family
GC00000297_r1_2	314278.NB231_01024	7.3e-14	82.4	FUR	GO:0001071,GO:0003674,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006355,GO:0008150,GO:0008270,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0043167,GO:0043169,GO:0044424,GO:0044464,GO:0046872,GO:0046914,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:2000112,GO:2001141	K03711,K09825		bactNOG[38]	090R7@bactNOG,0QS5Z@gproNOG,17CQF@proNOG,COG0735@NOG	NA|NA|NA	P	Ferric uptake
GC00000297_r1_3	857571.EA1_01672	4.2e-67	259.2	FUR	GO:0001071,GO:0003674,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006355,GO:0008150,GO:0008270,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0043167,GO:0043169,GO:0044424,GO:0044464,GO:0046872,GO:0046914,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:2000112,GO:2001141	K03711,K09825		bactNOG[38]	090R7@bactNOG,0QS5Z@gproNOG,17CQF@proNOG,COG0735@NOG	NA|NA|NA	P	Ferric uptake
GC00000298_1	575584.HMPREF0010_00980	8.2e-32	141.4	YJDJ		K06975		bactNOG[38]	0830R@bactNOG,0QTSJ@gproNOG,17IHC@proNOG,COG2388@NOG	NA|NA|NA	S	acyltransferase with acyl-CoA N-acyltransferase domain
GC00000298_2_p1	1002339.HMPREF9373_1541	5.6e-48	195.3			K06975		bactNOG[38]	067U0@bactNOG,17RQS@proNOG,COG2388@NOG	NA|NA|NA	S	Inherit from bactNOG: -acetyltransferase
GC00000298_2_p2	259536.Psyc_0132	9e-36	154.5	OCAR_6240		K06975		bactNOG[38]	05VE0@bactNOG,17KGZ@proNOG,COG2388@NOG	NA|NA|NA	S	-acetyltransferase
GC00000299_1	553217.ENHAE0001_1915	4.3e-72	276.6			K00459,K02371		bactNOG[38]	07QWG@bactNOG,0QI16@gproNOG,172MV@proNOG,COG2070@NOG	NA|NA|NA	S	2-nitropropane dioxygenase
GC00000299_2	365046.Rta_25160	1.3e-137	494.6	NPD		K00459		bactNOG[38]	07QXE@bactNOG,0B89K@bproNOG,16QC2@proNOG,COG2070@NOG	NA|NA|NA	S	2-Nitropropane dioxygenase
GC00000299_3	634452.APA01_15140	1.5e-86	325.1	NCD-2		K00459		bactNOG[38]	01TP2@aproNOG,07TC8@bactNOG,16UM3@proNOG,COG2070@NOG	NA|NA|NA	S	2-nitropropane dioxygenase
GC00000299_r1_1	575584.HMPREF0010_02210	2.7e-168	596.7			K00459,K02371		bactNOG[38]	07QWG@bactNOG,0QI16@gproNOG,172MV@proNOG,COG2070@NOG	NA|NA|NA	S	2-nitropropane dioxygenase
GC00000299_r1_r1_1_p1	669262.COK_1532	2.1e-140	503.8	FABK	GO:0003674,GO:0003824,GO:0004312,GO:0004318,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009987,GO:0016053,GO:0016491,GO:0016627,GO:0016628,GO:0016740,GO:0016746,GO:0016747,GO:0019752,GO:0032787,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044710,GO:0044711,GO:0046394,GO:0055114,GO:0071704,GO:0072330,GO:1901576	K00459,K02371		bactNOG[38]	05EA8@bactNOG,0QMTK@gproNOG,16SR3@proNOG,COG2070@NOG	NA|NA|NA	S	2-nitropropane dioxygenase
GC00000299_r1_r1_1_p2	259536.Psyc_0014	3.1e-169	599.7			K00459,K02371		bactNOG[38]	07QWG@bactNOG,0QI16@gproNOG,172MV@proNOG,COG2070@NOG	NA|NA|NA	S	2-nitropropane dioxygenase
GC00000300	259536.Psyc_2000	9.9e-22	107.5	TATA	GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0008104,GO:0008150,GO:0008565,GO:0009306,GO:0009987,GO:0015031,GO:0016020,GO:0022892,GO:0032940,GO:0033036,GO:0044464,GO:0044699,GO:0044763,GO:0044765,GO:0045184,GO:0046903,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0071702,GO:0071944	K03116		bactNOG[38]	067S4@bactNOG,0XUF0@NOG,17RH3@proNOG	NA|NA|NA	U	Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin-arginine motif in their signal peptide across membranes. TatA could form the protein-conducting channel of the Tat system (By similarity)
GC00000301_2	553217.ENHAE0001_2387	4.4e-47	193.7	FTHC	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0008150,GO:0008152,GO:0016874,GO:0016879,GO:0016882,GO:0022611,GO:0030272,GO:0032502,GO:0044424,GO:0044464	K01934	FOMETRi,FTHFCL	bactNOG[38]	05MK2@bactNOG,0QR6I@gproNOG,179YU@proNOG,COG0212@NOG	NA|NA|NA	H	5-formyltetrahydrofolate cycloligase
GC00000301_3	575587.HMPREF0026_00468	1.1e-51	208.4	FTHC	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0008150,GO:0008152,GO:0016874,GO:0016879,GO:0016882,GO:0022611,GO:0030272,GO:0032502,GO:0044424,GO:0044464	K01934	FOMETRi,FTHFCL	bactNOG[38]	05MK2@bactNOG,0QR6I@gproNOG,179YU@proNOG,COG0212@NOG	NA|NA|NA	H	5-formyltetrahydrofolate cycloligase
GC00000301_r1_2	335284.Pcryo_1895	9.2e-67	258.5	YGFA	GO:0003674,GO:0003824,GO:0008150,GO:0008152,GO:0016874,GO:0016879,GO:0016882,GO:0022611,GO:0030272,GO:0032502	K01934	FOMETRi	NOG[107]	COG0212@NOG	NA|NA|NA	H	5-formyltetrahydrofolate cyclo-ligase
GC00000302_1	436717.AOLE_00120	2.4e-149	533.5	OCAR_4946				bactNOG[38]	05DZI@bactNOG,0QJDA@gproNOG,0XQGJ@NOG,16PCI@proNOG	NA|NA|NA	K	transcriptional regulator
GC00000302_2	525244.HMPREF0023_2168	4.5e-132	476.1					bactNOG[38]	08S0M@bactNOG,0QQS7@gproNOG,11HRT@NOG,1790H@proNOG	NA|NA|NA	K	lysr family transcriptional regulator
GC00000302_3	335284.Pcryo_1817	2.6e-151	540.0					bactNOG[38]	05F04@bactNOG,0QN74@gproNOG,0XRIM@NOG,16SPK@proNOG	NA|NA|NA	K	Transcriptional regulator, LysR family
GC00000302_4	575587.HMPREF0026_01440	4e-152	542.7	OXYR	GO:0001071,GO:0003674,GO:0003700,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:2000112,GO:2001141	K04761		bactNOG[38]	05C5Q@bactNOG,0QHQR@gproNOG,0XNR2@NOG,16PHC@proNOG	NA|NA|NA	K	Transcriptional regulator
GC00000302_5	259536.Psyc_1798	3.8e-155	552.7	OXYR		K04761		bactNOG[38]	05C5Q@bactNOG,0QHQR@gproNOG,0XNR2@NOG,16PHC@proNOG	NA|NA|NA	K	Transcriptional regulator
GC00000303_1	557723.HAPS_0469	7e-55	218.8	CJ0915		K10806		bactNOG[38]	08S4H@bactNOG,0QRF8@gproNOG,177Z3@proNOG,COG1607@NOG	NA|NA|NA	I	thioesterase Superfamily protein
GC00000303_2	575586.HMPREF0016_02922	1.4e-67	260.8	YCIA	GO:0003674,GO:0003824,GO:0008150,GO:0008152,GO:0016289,GO:0016787,GO:0016788,GO:0016790,GO:0047617	K01073,K10806		bactNOG[38]	05NAU@bactNOG,0QUAV@gproNOG,17FV5@proNOG,COG1607@NOG	NA|NA|NA	I	acyl-CoA thioester hydrolase
GC00000303_3	575586.HMPREF0016_00618	3.9e-80	302.8	VDLD		K01073,K10806		bactNOG[38]	08S4H@bactNOG,0QRF8@gproNOG,177Z3@proNOG,COG1607@NOG	NA|NA|NA	I	thioesterase Superfamily protein
GC00000304_1	575564.HMPREF0014_01167	4.2e-248	862.1					bactNOG[38]	05EPF@bactNOG,0QM6F@gproNOG,0XRCF@NOG,17ABU@proNOG	NA|NA|NA	M	Outer membrane porin
GC00000304_2	62977.ACIAD1433	8e-60	236.5					bactNOG[38]	06Q9C@bactNOG,0R29G@gproNOG,0YHFM@NOG,17ZQT@proNOG	NA|NA|NA	M	Benzoate transport porin
GC00000304_r1_1_p1	871585.BDGL_003122	2.1e-207	726.9	OPRQ				bactNOG[38]	05DXA@bactNOG,0QQ1U@gproNOG,0XP5V@NOG,16RHW@proNOG	NA|NA|NA	M	Outer membrane porin
GC00000304_r1_1_p2	436717.AOLE_08505	5.3e-184	649.0					NOG[107]	0YHFM@NOG	NA|NA|NA	M	Outer membrane porin
GC00000305_1	259536.Psyc_1140	4e-99	366.7			K00645		bactNOG[38]	08MXH@bactNOG,0R3K3@gproNOG,176ZZ@proNOG,COG0331@NOG	NA|NA|NA	I	Acyl transferase domain
GC00000305_2	871585.BDGL_000812	1.7e-153	547.4	FABD	GO:0003674,GO:0003824,GO:0005975,GO:0008150,GO:0008152,GO:0009987,GO:0016829,GO:0016830,GO:0016831,GO:0044237,GO:0044238,GO:0044262,GO:0071704	K00645,K13935		bactNOG[38]	05CJF@bactNOG,0QJHA@gproNOG,16QHY@proNOG,COG0331@NOG	NA|NA|NA	I	malonyl CoA-acyl carrier protein transacylase
GC00000305_3	716541.ECL_01038	4.7e-108	396.4			K00645		bactNOG[38]	08XME@bactNOG,0QR9N@gproNOG,17BXK@proNOG,COG0331@NOG	NA|NA|NA	I	malonyl CoA-acyl carrier protein transacylase
GC00000305_4	335284.Pcryo_0515	2.7e-122	443.7	FABD	GO:0003674,GO:0003824,GO:0004312,GO:0004314,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009987,GO:0016053,GO:0016417,GO:0016419,GO:0016420,GO:0016740,GO:0016746,GO:0016747,GO:0019752,GO:0032787,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044710,GO:0044711,GO:0046394,GO:0071704,GO:0072330,GO:1901576	K00645,K15329,K15355	MCOATA	bactNOG[38]	05CJF@bactNOG,0QHUK@gproNOG,16PZF@proNOG,COG0331@NOG	NA|NA|NA	I	malonyl CoA-acyl carrier protein transacylase
GC00000306_1	706191.PANA_4085	5.4e-54	216.1	BMUL_2115		K03386,K03564		bactNOG[38]	08WTB@bactNOG,0QQ8D@gproNOG,17A7I@proNOG,COG1225@NOG	NA|NA|NA	O	alkyl hydroperoxide reductase Thiol specific antioxidant Mal allergen
GC00000306_r1_1_p1	525244.HMPREF0023_2323	1e-92	344.7	BCP		K03564		bactNOG[38]	08YXY@bactNOG,0QR67@gproNOG,17CDP@proNOG,COG1225@NOG	NA|NA|NA	O	Thioredoxin-dependent thiol peroxidase
GC00000306_r1_1_p2	62977.ACIAD2603	3.9e-52	209.5	BCP		K03564		bactNOG[38]	08YXY@bactNOG,0QSG3@gproNOG,17CDP@proNOG,COG1225@NOG	NA|NA|NA	O	alkyl hydroperoxide reductase Thiol specific antioxidant Mal allergen
GC00000307_1	384676.PSEEN1846	1.7e-52	211.1					bactNOG[38]	06UPA@bactNOG,COG1335@NOG	NA|NA|NA	Q	Isochorismatase family
GC00000307_2	402881.Plav_0992	1.4e-50	204.9			K09020		bactNOG[38]	01RB5@aproNOG,07WDT@bactNOG,16VHA@proNOG,COG1335@NOG	NA|NA|NA	Q	isochorismatase
GC00000307_3	379731.PST_1997	1.2e-67	261.5			K09020		bactNOG[38]	06XMA@bactNOG,16Y01@proNOG,COG1335@NOG	NA|NA|NA	Q	In vivo, quickly hydrolyzes the ureidoacrylate peracid to avoid toxicity, but can also hydrolyzes ureidoacrylate that is formed spontaneously from ureidoacrylate peracid. One of the products of hydrolysis, carbamate, hydrolyzes spontaneously, thereby releasing one of the pyrimidine rings nitrogen atoms as ammonia and one of its carbons as CO2 (By similarity)
GC00000307_4	637910.ROD_16831	2.1e-36	157.5	PNCA				bactNOG[38]	08ZV3@bactNOG,0QVJN@gproNOG,17CPZ@proNOG,COG1335@NOG	NA|NA|NA	Q	Isochorismatase
GC00000307_5	436717.AOLE_07250	2.1e-84	317.0	YECD				bactNOG[38]	05D3W@bactNOG,0QK2U@gproNOG,16QYX@proNOG,COG1335@NOG	NA|NA|NA	Q	Isochorismatase
GC00000307_6	903510.vfu_B00937	1.2e-33	148.3					bactNOG[38]	08UK4@bactNOG,0QXDW@gproNOG,16W2M@proNOG,COG1335@NOG	NA|NA|NA	Q	Isochorismatase
GC00000307_r1_1	857571.EA1_02958	2.8e-92	343.2	PNCA				bactNOG[38]	08ZV3@bactNOG,0QVJN@gproNOG,17CPZ@proNOG,COG1335@NOG	NA|NA|NA	Q	Isochorismatase
GC00000307_r1_2	259536.Psyc_0044	5.7e-86	322.4					bactNOG[38]	08ZV3@bactNOG,0QVFF@gproNOG,17CPZ@proNOG,COG1335@NOG	NA|NA|NA	Q	Isochorismatase
GC00000307_r1_r1_1	1002339.HMPREF9373_1497	1.3e-57	228.0	PNCA				bactNOG[38]	08ZV3@bactNOG,0QTU1@gproNOG,17CPZ@proNOG,COG1335@NOG	NA|NA|NA	Q	Isochorismatase
GC00000307_r1_r1_r1_1_p1	575589.HMPREF0018_01733	1.5e-117	427.6	RUTB	GO:0003674,GO:0003824,GO:0006139,GO:0006206,GO:0006208,GO:0006212,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009112,GO:0009987,GO:0016787,GO:0016810,GO:0016811,GO:0019740,GO:0019860,GO:0034641,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044699,GO:0044710,GO:0046113,GO:0046483,GO:0046700,GO:0055086,GO:0071704,GO:0072527,GO:0072529,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575	K09020	URACPAH	bactNOG[38]	06XMA@bactNOG,0QKGT@gproNOG,16Y01@proNOG,COG1335@NOG	NA|NA|NA	F	In vivo, quickly hydrolyzes the ureidoacrylate peracid to avoid toxicity, but can also hydrolyzes ureidoacrylate that is formed spontaneously from ureidoacrylate peracid. One of the products of hydrolysis, carbamate, hydrolyzes spontaneously, thereby releasing one of the pyrimidine rings nitrogen atoms as ammonia and one of its carbons as CO2 (By similarity)
GC00000307_r1_r1_r1_1_p2	575584.HMPREF0010_03526	1.4e-67	261.2	PNCA				bactNOG[38]	08ZV3@bactNOG,0QTU1@gproNOG,17CPZ@proNOG,COG1335@NOG	NA|NA|NA	Q	Isochorismatase
GC00000308_1	553217.ENHAE0001_1128	4.6e-118	429.1	YADS	GO:0001071,GO:0003674,GO:0003700,GO:0005575,GO:0005623,GO:0005886,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0016020,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0044464,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0071944,GO:0080090,GO:2000112,GO:2001141			bactNOG[38]	05EN6@bactNOG,0QM9C@gproNOG,178SZ@proNOG,COG2860@NOG	NA|NA|NA	S	membrAne
GC00000308_r1_1	1002339.HMPREF9373_0548	3.1e-76	290.0	YADS	GO:0001071,GO:0003674,GO:0003700,GO:0005575,GO:0005623,GO:0005886,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0016020,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0044464,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0071944,GO:0080090,GO:2000112,GO:2001141			bactNOG[38]	05EN6@bactNOG,0QIFC@gproNOG,16SBD@proNOG,COG2860@NOG	NA|NA|NA	S	membrane
GC00000309	349106.PsycPRwf_0173	5.6e-51	205.3	GLNK	GO:0003674,GO:0003824,GO:0006355,GO:0006808,GO:0008150,GO:0008152,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0045848,GO:0048518,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:2000112,GO:2001141	K04751,K04752		bactNOG[38]	08YZA@bactNOG,0QS2E@gproNOG,17C4Z@proNOG,COG0347@NOG	NA|NA|NA	E	nitrogen regulatory protein PII
GC00000310_1	525244.HMPREF0023_2763	1.7e-63	248.1	TATC	GO:0003674,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006810,GO:0006886,GO:0008104,GO:0008150,GO:0008320,GO:0008565,GO:0009977,GO:0009987,GO:0015031,GO:0015291,GO:0015399,GO:0015405,GO:0015450,GO:0016020,GO:0022804,GO:0022857,GO:0022884,GO:0022891,GO:0022892,GO:0032991,GO:0033036,GO:0033281,GO:0034613,GO:0040007,GO:0043234,GO:0044424,GO:0044425,GO:0044444,GO:0044459,GO:0044464,GO:0044699,GO:0044763,GO:0044765,GO:0045184,GO:0046907,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0055085,GO:0065002,GO:0070727,GO:0071702,GO:0071806,GO:0071944	K03118		bactNOG[38]	05DCX@bactNOG,0QI0S@gproNOG,16Q1Y@proNOG,COG0805@NOG	NA|NA|NA	U	Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin-arginine motif in their signal peptide across membranes. Together with TatB, TatC is part of a receptor directly interacting with Tat signal peptides (By similarity)
GC00000310_r1_1	349106.PsycPRwf_0716	1.6e-114	417.5	TATC	GO:0003674,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006810,GO:0006886,GO:0008104,GO:0008150,GO:0008320,GO:0008565,GO:0009977,GO:0009987,GO:0015031,GO:0015291,GO:0015399,GO:0015405,GO:0015450,GO:0016020,GO:0022804,GO:0022857,GO:0022884,GO:0022891,GO:0022892,GO:0032991,GO:0033036,GO:0033281,GO:0034613,GO:0040007,GO:0043234,GO:0044424,GO:0044425,GO:0044444,GO:0044459,GO:0044464,GO:0044699,GO:0044763,GO:0044765,GO:0045184,GO:0046907,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0055085,GO:0065002,GO:0070727,GO:0071702,GO:0071806,GO:0071944	K03118		bactNOG[38]	05DCX@bactNOG,0QI0S@gproNOG,16Q1Y@proNOG,COG0805@NOG	NA|NA|NA	U	Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin-arginine motif in their signal peptide across membranes. Together with TatB, TatC is part of a receptor directly interacting with Tat signal peptides (By similarity)
GC00000311_1	575587.HMPREF0026_01852	3.9e-16	89.7	TATB	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	K03117		bactNOG[38]	0875V@bactNOG,16YYR@proNOG,COG1826@NOG	NA|NA|NA	U	Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin-arginine motif in their signal peptide across membranes. Together with TatC, TatB is part of a receptor directly interacting with Tat signal peptides. TatB may form an oligomeric binding site that transiently accommodates folded Tat precursor proteins before their translocation (By similarity)
GC00000311_2	871585.BDGL_001169	2.9e-65	253.1	TATB	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	K03116,K03117		NOG[107]	0XUF0@NOG	NA|NA|NA	U	Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin-arginine motif in their signal peptide across membranes. TatA could form the protein-conducting channel of the Tat system (By similarity)
GC00000311_3	575587.HMPREF0026_01852	1.8e-16	90.9	TATB	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	K03117		bactNOG[38]	0875V@bactNOG,16YYR@proNOG,COG1826@NOG	NA|NA|NA	U	Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin-arginine motif in their signal peptide across membranes. Together with TatC, TatB is part of a receptor directly interacting with Tat signal peptides. TatB may form an oligomeric binding site that transiently accommodates folded Tat precursor proteins before their translocation (By similarity)
