geneCluster	Gene	Annotation	Min.group.size	Max.group.size	Avg.group.size	num_isolates	num_sequences	av_seq_per_isolate	num_basal_isolates	num_basal_seq	num_derived_isolates	num_derived_seq	num_flex_isolates	num_flex_seq	num_restricted_isolates	num_restricted_seq	GO_terms	KEGG_KOs	COG.cat	eggNOG.annot
GC00000553	hypothetical	NA	71	403	364.6222222	85	86	1.01176471	7	7	78	79	27	27	58	59	"GO:0000003,GO:0000910,GO:0007049,GO:0008150,GO:0009987,GO:0019954,GO:0022402,GO:0032505,GO:0043093,GO:0044699,GO:0044763,GO:0051301"	K03497	K	Chromosome Partitioning Protein
GC00000575	rnr	Ribonuclease_R	290	802	744.5333333	85	86	1.01176471	7	7	78	79	27	27	58	59	"GO:0000154,GO:0000175,GO:0003674,GO:0003824,GO:0004518,GO:0004527,GO:0004532,GO:0004540,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008408,GO:0008997,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016071,GO:0016072,GO:0016556,GO:0016787,GO:0016788,GO:0016796,GO:0016896,GO:0022613,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:1901360"	"K01147,K12573,K12585"	K	3'-5' exoribonuclease that releases 5'-nucleoside monophosphates and is involved in maturation of structured RNAs (By similarity)
GC00000594	hypothetical	NA	57	1415	1372.662921	85	85	1	7	7	78	78	27	27	58	58	"GO:0003674,GO:0003824,GO:0003899,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006139,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016020,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019438,GO:0030312,GO:0032774,GO:0034062,GO:0034641,GO:0034654,GO:0040007,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0071944,GO:0090304,GO:1901360,GO:1901362,GO:1901576"	"K03046,K13797"	K	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates (By similarity)
GC00000656	hypothetical	NA	76	898	829.1011236	85	86	1.01176471	7	7	78	79	27	28	58	58	NA	K06959	K	accessory protein
GC00000683	hypothetical	NA	79	495	488.6404494	85	86	1.01176471	7	7	78	79	27	27	58	59	"GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006139,GO:0006351,GO:0006353,GO:0006355,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0016020,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0030312,GO:0031323,GO:0031326,GO:0031554,GO:0031555,GO:0031564,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0040007,GO:0043170,GO:0043244,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0050789,GO:0050794,GO:0051128,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0071704,GO:0071944,GO:0080090,GO:0090304,GO:0097159,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:2000112,GO:2001141"	K02600	K	Transcription elongation factor NusA
GC00000739	rpoZ	DNA-directed_RNA_polymerase_subunit_omega	66	86	85.71590909	85	85	1	7	7	78	78	27	27	58	58	"GO:0003674,GO:0003824,GO:0003899,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006461,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016043,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019438,GO:0022607,GO:0030880,GO:0032774,GO:0032991,GO:0034062,GO:0034641,GO:0034654,GO:0043170,GO:0043234,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044464,GO:0046483,GO:0065003,GO:0070271,GO:0071704,GO:0071822,GO:0071840,GO:0090304,GO:1901360,GO:1901362,GO:1901576"	K03060	K	Promotes RNA polymerase assembly. Latches the N- and C- terminal regions of the beta' subunit thereby facilitating its interaction with the beta and alpha subunits (By similarity)
GC00000809_2	hypothetical	NA	228	237	230.2643678	85	85	1	7	7	78	78	27	27	58	58	"GO:0006082,GO:0006355,GO:0006520,GO:0006525,GO:0006560,GO:0006807,GO:0008150,GO:0008152,GO:0009064,GO:0009889,GO:0009987,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0019752,GO:0031323,GO:0031326,GO:0043436,GO:0044237,GO:0044238,GO:0044281,GO:0044710,GO:0046483,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:1901360,GO:1901564,GO:1901605,GO:2000112,GO:2001141"	NA	K	Tet-R family transcriptional regulator
GC00000816	hypothetical	NA	73	248	223.875	85	86	1.01176471	7	7	78	79	27	28	58	58	NA	NA	K	DNA-binding transcriptional repressor FabR
GC00000828_r1_1	iscR	HTH-type_transcriptional_regulator_IscR	76	175	168.2873563	85	85	1	7	7	78	78	27	27	58	58	"GO:0006139,GO:0006351,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0018130,GO:0019438,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0046483,GO:0071704,GO:0090304,GO:1901360,GO:1901362,GO:1901576"	K13643	K	Regulates the transcription of several operons and genes involved in the biogenesis of Fe-S clusters and Fe-S-containing proteins (By similarity)
GC00000871	rpoA	DNA-directed_RNA_polymerase_subunit_alpha	67	335	331.5113636	85	85	1	7	7	78	78	27	27	58	58	"GO:0003674,GO:0003824,GO:0003899,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006139,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016020,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019438,GO:0030312,GO:0032774,GO:0034062,GO:0034641,GO:0034654,GO:0040007,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0071944,GO:0090304,GO:1901360,GO:1901362,GO:1901576"	K03040	K	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates (By similarity)
GC00000937	hypothetical	NA	187	198	187.1363636	85	85	1	7	7	78	78	27	27	58	58	NA	K07735	K	UPF0301 protein
GC00000983	zur	Zinc_uptake_regulation_	170	202	185.7931034	85	85	1	7	7	78	78	27	27	58	58	"GO:0001071,GO:0003674,GO:0003700,GO:0006139,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031326,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0046483,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:1901360,GO:1901362,GO:1901576,GO:2000112,GO:2001141"	K09823	K	Zinc uptake regulation protein
GC00001000	rho	Transcription_termination_factor_Rh	422	442	424.1149425	85	85	1	7	7	78	78	27	27	58	58	"GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0006139,GO:0006351,GO:0006353,GO:0006360,GO:0006363,GO:0006461,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016020,GO:0016043,GO:0016070,GO:0018130,GO:0019438,GO:0022607,GO:0030312,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0040007,GO:0043170,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044464,GO:0046483,GO:0051259,GO:0051260,GO:0065003,GO:0070271,GO:0071704,GO:0071822,GO:0071840,GO:0071944,GO:0090304,GO:0097159,GO:1901360,GO:1901362,GO:1901363,GO:1901576"	K03628	K	"Facilitates transcription termination by a mechanism that involves Rho binding to the nascent RNA, activation of Rho's RNA-dependent ATPase activity, and release of the mRNA from the DNA template (By similarity)"
GC00001019	nusG	Transcription_termination/antitermination_protein_NusG	176	176	176	85	85	1	7	7	78	78	27	27	58	58	"GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005886,GO:0006139,GO:0006351,GO:0006353,GO:0006355,GO:0006725,GO:0006807,GO:0008023,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0016020,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0030312,GO:0031323,GO:0031326,GO:0031554,GO:0031555,GO:0031564,GO:0031974,GO:0031981,GO:0032774,GO:0032991,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043234,GO:0043244,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0046483,GO:0050789,GO:0050794,GO:0051128,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0070013,GO:0071704,GO:0071944,GO:0080090,GO:0090304,GO:1901360,GO:1901362,GO:1901576,GO:2000112,GO:2001141"	K02601	K	"Participates in transcription elongation, termination and antitermination (By similarity)"
GC00001273	rnc	Ribonuclease_3	253	279	265.6206897	85	85	1	7	7	78	78	27	27	58	58	"GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004525,GO:0004540,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016070,GO:0016787,GO:0016788,GO:0016891,GO:0016893,GO:0034641,GO:0040007,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0090305,GO:1901360"	K03685	K	"Digests double-stranded RNA. Involved in the processing of primary rRNA transcript to yield the immediate precursors to the large and small rRNAs (23S and 16S). Also processes some mRNAs, and tRNAs when they are encoded in the rRNA operon (By similarity)"
GC00001280	coaX	Type_III_pantothenate_kina	240	261	242.4712644	85	85	1	7	7	78	78	27	27	58	58	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	"K01947,K03525"	K	"Catalyzes the phosphorylation of pantothenate (Pan), the first step in CoA biosynthesis (By similarity)"
GC00001301	rpoN	RNA_polymerase_sigma-54_fa	129	584	554.7586207	85	85	1	7	7	78	78	27	27	58	58	"GO:0000988,GO:0000990,GO:0000996,GO:0003674,GO:0006139,GO:0006351,GO:0006352,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010556,GO:0016070,GO:0016987,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031326,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0046483,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:1901360,GO:1901362,GO:1901576,GO:2001141"	K03092	K	Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released (By similarity)
GC00001341	nrdR	Transcriptional_repressor_NrdR	152	159	153.7701149	85	85	1	7	7	78	78	27	27	58	58	"GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006355,GO:0008150,GO:0009889,GO:0009890,GO:0009892,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0043566,GO:0044424,GO:0044444,GO:0044464,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:1901363,GO:2000112,GO:2000113,GO:2001141"	K07738	K	Negatively regulates transcription of bacterial ribonucleotide reductase nrd genes and operons by binding to NrdR- boxes (By similarity)
GC00000008_22	dmlR	HTH-type_transcriptional_regulator_DmlR	57	305	295.8965517	85	86	1.01176471	7	7	78	79	27	28	58	58	NA	NA	K	lysr family transcriptional regulator
GC00000028_r1_1_p2_p2	hypothetical	NA	43	71	70.6744186	85	85	1	7	7	78	78	27	27	58	58	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	K03704	K	Cold shock protein
GC00000060_r1_1	hypothetical	NA	51	341	301.3157895	84	90	1.05882353	7	8	77	82	26	28	58	62	"GO:0006139,GO:0006351,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0018130,GO:0019438,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0046483,GO:0071704,GO:0090304,GO:1901360,GO:1901362,GO:1901576"	NA	K	Transcriptional regulator
GC00000136_5	hypothetical	NA	91	187	114.1395349	84	84	0.98823529	7	7	77	77	26	26	58	58	"GO:0001071,GO:0003674,GO:0003700,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:2000112,GO:2001141"	K03892	K	transcriptional regulator ArsR family
GC00000147_4	nadR	Trifunctional_NAD_biosynthesis/regulator_protein_NadR	346	361	348.6551724	84	84	0.98823529	7	7	77	77	27	27	57	57	"GO:0000287,GO:0000309,GO:0000975,GO:0000976,GO:0000984,GO:0000986,GO:0000987,GO:0001017,GO:0001067,GO:0001159,GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0008150,GO:0008152,GO:0009607,GO:0016020,GO:0016740,GO:0016772,GO:0016779,GO:0043167,GO:0043169,GO:0043565,GO:0044212,GO:0044403,GO:0044419,GO:0044424,GO:0044464,GO:0046872,GO:0050896,GO:0051701,GO:0051704,GO:0051707,GO:0052173,GO:0052200,GO:0052564,GO:0052572,GO:0070566,GO:0071944,GO:0075136,GO:0097159,GO:1901363"	K06211	K	Nicotinamide-nucleotide adenylyltransferase
GC00000281_8	ssuR	HTH-type_transcriptional_regulator_SsuR	107	314	304.6666667	84	84	0.98823529	7	7	77	77	26	26	58	58	NA	K13635	K	LysR family
GC00000303_4	nemR	HTH-type_transcriptional_repressor_NemR	199	229	204.5116279	84	84	0.98823529	7	7	77	77	26	26	58	58	"GO:0001071,GO:0003674,GO:0003700,GO:0006355,GO:0008150,GO:0009889,GO:0009890,GO:0009892,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0060255,GO:0065007,GO:0080090,GO:2000112,GO:2000113,GO:2001141"	K16137	K	Transcriptional regulator TetR family
GC00000503_4	hypothetical	NA	339	391	373.9534884	84	84	0.98823529	7	7	77	77	26	26	58	58	NA	NA	K	Transcriptional
GC00000754_r1_1	scpB	Segregation_and_condensation_protein_B	177	229	196.5172414	84	85	1	7	7	77	78	26	26	58	59	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	K06024	K	Participates in chromosomal partition during cell division. May act via the formation of a condensin-like complex containing Smc and ScpA that pull DNA away from mid-cell into both cell halves (By similarity)
GC00000969_r1_1	nusB	Transcription_antitermination_protein_NusB	244	427	319.3372093	84	84	0.98823529	7	7	77	77	26	26	58	58	"GO:0006139,GO:0006351,GO:0006353,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0018130,GO:0019438,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0046483,GO:0071704,GO:0090304,GO:1901360,GO:1901362,GO:1901576"	K03625	K	Involved in the transcription termination process (By similarity)
GC00001260_r1_1	queF	NADPH-dependent_7-cyano-7-deazaguanine_reducta	283	306	292.1395349	84	84	0.98823529	7	7	77	77	26	26	58	58	"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008616,GO:0009058,GO:0009116,GO:0009119,GO:0009163,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016491,GO:0016645,GO:0016646,GO:0016651,GO:0016657,GO:0018130,GO:0019438,GO:0033739,GO:0034470,GO:0034641,GO:0034654,GO:0034660,GO:0042455,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0044710,GO:0046116,GO:0046483,GO:0055086,GO:0055114,GO:0071704,GO:0090304,GO:1901135,GO:1901137,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659"	"K06879,K09457"	K	Catalyzes the NADPH-dependent reduction of 7-cyano-7- deazaguanine (preQ0) to 7-aminomethyl-7-deazaguanine (preQ1) (By similarity)
GC00001384	greA	Transcription_elongation_factor_GreA	158	159	158.0232558	85	85	1	7	7	78	78	27	27	58	58	"GO:0001098,GO:0001108,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006351,GO:0006354,GO:0006355,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031326,GO:0032774,GO:0032784,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044464,GO:0046483,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:1901360,GO:1901362,GO:1901576,GO:2000112,GO:2001141"	K03624	K	"Necessary for efficient RNA polymerase transcription elongation past template-encoded arresting sites. The arresting sites in DNA have the property of trapping a certain fraction of elongating RNA polymerases that pass through, resulting in locked ternary complexes. Cleavage of the nascent transcript by cleavage factors such as GreA or GreB allows the resumption of elongation from the new 3'terminus. GreA releases sequences of 2 to 3 nucleotides (By similarity)"
GC00001389	pmpR	Transcriptional_regulatory_protein_PmpR	248	252	249.0116279	85	85	1	7	7	78	78	27	27	58	58	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	NA	K	transcriptional regulatory protein
GC00001430	hypothetical	NA	44	284	263.3139535	84	84	0.98823529	7	7	77	77	26	26	58	58	"GO:0003674,GO:0003824,GO:0003953,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005975,GO:0006464,GO:0006471,GO:0006476,GO:0006486,GO:0006725,GO:0006766,GO:0006767,GO:0006807,GO:0006935,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009100,GO:0009101,GO:0009110,GO:0009235,GO:0009236,GO:0009605,GO:0009987,GO:0016787,GO:0016798,GO:0016799,GO:0018130,GO:0019213,GO:0019222,GO:0019438,GO:0019538,GO:0030234,GO:0030312,GO:0033013,GO:0033014,GO:0033558,GO:0034641,GO:0034645,GO:0034979,GO:0035601,GO:0036211,GO:0040011,GO:0042221,GO:0042330,GO:0042364,GO:0043170,GO:0043412,GO:0043413,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0044710,GO:0044711,GO:0044723,GO:0046483,GO:0050789,GO:0050790,GO:0050896,GO:0065007,GO:0065009,GO:0070085,GO:0070213,GO:0071704,GO:0071944,GO:1901135,GO:1901137,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576"	K12410	K	NAD-dependent protein deacetylase which modulates the activities of several enzymes which are inactive in their acetylated form. May also have NAD-dependent lysine demalonylase and desuccinylase activity (By similarity)
GC00000028_r1_1_p2_p1	hypothetical	NA	134	234	216.4117647	83	83	0.97647059	6	6	77	77	26	26	57	57	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	NA	K	cold-shock DNA-binding domain protein
GC00000159_1	hypothetical	NA	77	109	108.6235294	83	83	0.97647059	7	7	76	76	26	26	57	57	"GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0097159,GO:1901363"	K06204	K	TraR DksA family transcriptional regulator
GC00000256_4	benM	HTH-type_transcriptional_regulator_BenM	306	374	337.8588235	84	84	0.98823529	7	7	77	77	26	26	58	58	NA	NA	K	transcriptional regulator
GC00001060_r1_1	hypothetical	NA	181	224	206.8588235	83	83	0.97647059	6	6	77	77	25	25	58	58	NA	NA	K	acetyltransferase
GC00000136_2	arsR1	Arsenic_resistance_transcriptional_regulator_ArsR1	89	114	106.5348837	82	84	0.98823529	7	7	75	77	25	26	57	58	"GO:0001071,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010035,GO:0010038,GO:0010467,GO:0010468,GO:0010556,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031326,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0042221,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044464,GO:0046483,GO:0046685,GO:0046688,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:2000112,GO:2001141"	K03892	K	"Transcriptional Regulator, ArsR family"
GC00000290_2	kdgR	Transcriptional_regulator_KdgR	106	253	235.9032258	82	90	1.05882353	7	7	75	83	26	29	56	61	"GO:0001071,GO:0003674,GO:0003700,GO:0006355,GO:0008150,GO:0009889,GO:0009890,GO:0009892,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0060255,GO:0065007,GO:0080090,GO:2000112,GO:2000113,GO:2001141"	"K02624,K13641,K19333"	K	transcriptional regulator
GC00000028_r1_1_p1_p1	cspA	ative_cold_shock_protein_A	69	70	69.01162791	81	84	0.98823529	5	8	76	76	23	26	58	58	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	K03704	K	Cold shock protein
GC00001189_r1_r1_1	fis	DNA-binding_protein_F	45	140	117.9759036	81	81	0.95294118	6	6	75	75	23	23	58	58	"GO:0001071,GO:0003674,GO:0003700,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:2000112,GO:2001141"	K03557	K	Activates ribosomal RNA transcription. Plays a direct role in upstream activation of rRNA promoters (By similarity)
GC00000067_7	norR	Anaerobic_nitric_oxide_reductase_transcription_regulator_NorR	147	670	585.4880952	80	81	0.95294118	7	7	73	74	25	26	55	55	"GO:0000156,GO:0000160,GO:0003674,GO:0004871,GO:0006355,GO:0006808,GO:0007154,GO:0007165,GO:0008150,GO:0009889,GO:0009987,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0023052,GO:0031323,GO:0031326,GO:0035556,GO:0044699,GO:0044700,GO:0044763,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051252,GO:0051716,GO:0060089,GO:0060255,GO:0065007,GO:0080090,GO:2000112,GO:2001141"	"K02584,K07712,K07714"	K	"sigma54 specific, transcriptional regulator, fis family"
GC00000008_46	dmlR	HTH-type_transcriptional_regulator_DmlR	82	306	287.5057471	79	84	0.98823529	6	6	73	78	23	24	56	60	NA	NA	K	Transcriptional regulator
